Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sugerencia
2024-01-01 00:00:00-05:00,2043.42529296875,2043.42529296875,2043.42529296875,2043.42529296875,0,0.0,0.0,compra
2024-01-02 00:00:00-05:00,2043.4252898586783,2069.623049985072,2039.0589965042795,2056.524169921875,740229,0.0,0.0,vende
2024-01-03 00:00:00-05:00,2065.2566639293323,2113.285888671875,2060.89037077092,2113.285888671875,2824764,0.0,0.0,compra
2024-01-04 00:00:00-05:00,2130.751311557952,2139.483898900403,2100.187255859375,2100.187255859375,7680764,0.0,0.0,mantén
2024-01-05 00:00:00-05:00,2113.285965059433,2139.483724956864,2113.285965059433,2135.117431640625,2593112,0.0,0.0,mantén
2024-01-08 00:00:00-05:00,2135.117431640625,2135.117431640625,2135.117431640625,2135.117431640625,0,0.0,0.0,mantén
2024-01-09 00:00:00-05:00,2117.6523508856344,2117.6523508856344,2082.722002829789,2091.45458984375,6205275,0.0,0.0,compra
2024-01-10 00:00:00-05:00,2078.355680095616,2087.0882669867738,2047.7916259765627,2047.7916259765625,3053737,0.0,0.0,compra
2024-01-11 00:00:00-05:00,2069.623049985072,2073.9893433394705,2052.1578765674763,2056.524169921875,1809844,0.0,0.0,compra
2024-01-12 00:00:00-05:00,2069.6232082648025,2087.0883830180924,2060.890620888158,2073.989501953125,2884748,0.0,0.0,compra
2024-01-15 00:00:00-05:00,2073.989501953125,2073.989501953125,2060.890620888158,2073.989501953125,427263,0.0,0.0,mantén
2024-01-16 00:00:00-05:00,2069.623136794032,2069.623136794032,2025.9602014186296,2039.05908203125,4253709,0.0,0.0,compra
2024-01-17 00:00:00-05:00,2025.9600431965443,2030.3263363930885,2012.8611636069115,2021.59375,5092743,0.0,0.0,mantén
2024-01-18 00:00:00-05:00,2025.9600458559785,2025.9600458559785,1999.7622866423235,2008.494873046875,4888401,0.0,0.0,mantén
2024-01-19 00:00:00-05:00,2004.128665321752,2004.128665321752,1964.832024825247,1991.02978515625,4223169,0.0,0.0,mantén
2024-01-22 00:00:00-05:00,1991.02978515625,1991.02978515625,1991.02978515625,1991.02978515625,0,0.0,0.0,mantén
2024-01-23 00:00:00-05:00,1969.1981951146345,2008.494833154616,1969.1981951146345,2004.1285400390625,4438261,0.0,0.0,compra
2024-01-24 00:00:00-05:00,2004.1285400390625,2004.1285400390625,2004.1285400390625,2004.1285400390625,0,0.0,0.0,compra
2024-01-25 00:00:00-05:00,2004.1285400390625,2004.1285400390625,2004.1285400390625,2004.1285400390625,0,0.0,0.0,compra
2024-01-26 00:00:00-05:00,2004.1285400390625,2004.1285400390625,2004.1285400390625,2004.1285400390625,0,0.0,0.0,compra
2024-01-29 00:00:00-05:00,2047.7916547739435,2095.8208833507306,2047.7916547739435,2091.45458984375,3334508,0.0,0.0,mantén
2024-01-30 00:00:00-05:00,2073.989255258728,2095.8207211035565,2073.989255258728,2087.088134765625,2041122,0.0,0.0,mantén
2024-01-31 00:00:00-05:00,2078.3557238691114,2091.454604481732,2039.0590820312505,2039.05908203125,5674933,0.0,0.0,mantén
2024-02-01 00:00:00-05:00,2069.6230932044577,2095.820853877932,2030.3264521942465,2047.7916259765625,2856567,0.0,0.0,mantén
2024-02-02 00:00:00-05:00,2030.3263762901568,2043.4252561371904,2025.9600830078125,2025.9600830078125,1329585,0.0,0.0,mantén
2024-02-05 00:00:00-05:00,2030.3263762901568,2039.0589628548455,2012.8612031607795,2025.9600830078125,1307406,0.0,0.0,compra
2024-02-06 00:00:00-05:00,2052.1578765674763,2060.8904632762737,2021.593823086684,2056.524169921875,1728880,0.0,0.0,mantén
