URL,Fecha
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-noviembre-de-2024/,2025-01-09
https://tyba.com.co/blog/analisis-de-mercado-semana-del-7-de-enero-de-2025/,2025-01-07
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-3-enero-2025/,2025-01-03
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-20-diciembre-2024/,2024-12-20
https://tyba.com.co/blog/analisis-de-mercado-semana-del-17-de-diciembre-de-2024/,2024-12-17
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-13-diciembre-2024/,2024-12-13
https://tyba.com.co/blog/analisis-de-mercado-semana-del-10-de-diciembre-de-2024/,2024-12-10
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-noviembre-de-2024/,2024-12-10
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-6-diciembre-2024/,2024-12-06
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-octubre-de-2024/,2024-12-04
https://tyba.com.co/blog/analisis-de-mercado-semana-del-3-de-diciembre-2024/,2024-12-03
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-29-noviembre-2024/,2024-11-29
https://tyba.com.co/blog/analisis-de-mercado-semana-del-26-de-noviembre-2024/,2024-11-26
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-22-noviembre-2024/,2024-11-22
https://tyba.com.co/blog/analisis-de-mercado-semana-del-19-de-noviembre-2024/,2024-11-19
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-15-noviembre-2024/,2024-11-15
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-octubre-2024/,2024-11-13
https://tyba.com.co/blog/analisis-de-mercado-semana-del-12-de-noviembre-de-2024/,2024-11-12
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-8-noviembre-2024/,2024-11-08
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-septiembre-de-2024/,2024-11-06
https://tyba.com.co/blog/analisis-de-mercado-semana-del-5-de-noviembre-de-2024/,2024-11-05
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-1-noviembre-2024/,2024-11-01
https://tyba.com.co/blog/analisis-de-mercado-semana-del-29-de-octubre-del-2024/,2024-10-29
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-25-octubre-2024/,2024-10-25
https://tyba.com.co/blog/analisis-de-mercado-semana-del-22-de-octubre-de-2024/,2024-10-22
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-18-octubre-2024/,2024-10-18
https://tyba.com.co/blog/analisis-de-mercado-semana-del-15-de-octubre/,2024-10-15
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-11-octubre-2024/,2024-10-11
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-septiembre-2024/,2024-10-10
https://tyba.com.co/blog/analisis-de-mercado-semana-del-8-de-octubre-de-2024/,2024-10-08
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-4-octubre-2024/,2024-10-04
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-agosto-de-2024/,2024-10-02
https://tyba.com.co/blog/analisis-de-mercado-semana-del-1-de-octubre-de-2024/,2024-10-01
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-27-septiembre-2024/,2024-09-27
https://tyba.com.co/blog/analisis-de-mercado-semana-del-24-de-septiembre-2024/,2024-09-24
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-20-septiembre-2024/,2024-09-20
https://tyba.com.co/blog/analisis-de-mercado-semana-del-17-de-septiembre-2024/,2024-09-17
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-13-septiembre-2024/,2024-09-13
https://tyba.com.co/blog/analisis-de-mercado-semana-del-10-de-septiembre-2024/,2024-09-10
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-6-septiembre-2024/,2024-09-06
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-julio-de-2024/,2024-09-03
https://tyba.com.co/blog/analisis-de-mercado-semana-del-3-de-septiembre-de-2024/,2024-09-03
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-30-agosto-2024/,2024-08-30
https://tyba.com.co/blog/analisis-de-mercado-semana-del-27-de-agosto-de-2024/,2024-08-27
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-23-agosto-2024/,2024-08-23
https://tyba.com.co/blog/analisis-de-mercado-semana-del-20-de-agosto-de-2024/,2024-08-20
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-16-agosto-2024/,2024-08-16
https://tyba.com.co/blog/analisis-de-mercado-semana-del-13-de-agosto-de-2024/,2024-08-13
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-9-agosto-2024/,2024-08-09
https://tyba.com.co/blog/analisis-de-mercado-semana-del-6-de-agosto-de-2024/,2024-08-06
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-junio-de-2024/,2024-08-06
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-2-agosto-2024/,2024-08-02
https://tyba.com.co/blog/analisis-de-mercado-semana-del-30-de-julio-de-2024/,2024-07-30
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-26-julio-2024/,2024-07-26
https://tyba.com.co/blog/analisis-de-mercado-semana-del-23-de-julio-de-2024/,2024-07-23
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-19-julio-2024/,2024-07-19
https://tyba.com.co/blog/analisis-de-mercado-semana-del-16-de-julio-de-2024/,2024-07-16
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-12-julio-2024/,2024-07-12
https://tyba.com.co/blog/analisis-de-mercado-semana-del-9-de-julio-de-2024/,2024-07-09
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-5-julio-2024/,2024-07-05
https://tyba.com.co/blog/analisis-de-mercado-semana-del-4-de-junio-de-2024/,2024-06-04
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-31-mayo-2024/,2024-05-31
https://tyba.com.co/blog/analisis-de-mercado-semana-del-28-de-mayo-de-2024/,2024-05-28
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-24-mayo-2024/,2024-05-24
https://tyba.com.co/blog/analisis-de-mercado-semana-del-21-de-mayo-de-2024/,2024-05-21
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-17-mayo-2024/,2024-05-17
https://tyba.com.co/blog/analisis-de-mercado-semana-del-14-de-mayo-de-2024/,2024-05-14
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-financieros-10-mayo-2024/,2024-05-10
https://tyba.com.co/blog/analisis-de-mercado-semana-del-7-de-mayo-de-2024/,2024-05-07
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-3-mayo-2024/,2024-05-03
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-marzo-de-2024/,2024-05-03
https://tyba.com.co/blog/analisis-de-mercado-semana-del-30-de-abril-de-2024/,2024-04-30
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-26-abril-2024/,2024-04-26
https://tyba.com.co/blog/analisis-de-mercado-semana-del-23-de-abril-de-2024/,2024-04-23
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-19-abril-2024/,2024-04-19
https://tyba.com.co/blog/analisis-de-mercado-semana-del-16-de-abril-de-2024/,2024-04-16
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-12-abril-2024/,2024-04-12
https://tyba.com.co/blog/analisis-de-mercado-semana-del-9-de-abril-de-2024/,2024-04-09
https://tyba.com.co/blog/capsula-inflacion-en-colombia-marzo-2024/,2024-04-09
https://tyba.com.co/blog/market-update-semana-del-5-de-abril/,2024-04-05
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-10-enero-2025/,2025-01-10
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-abril-de-2024/,2024-06-06
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-febrero-de-2024/,2024-04-03
https://tyba.com.co/blog/analisis-de-mercado-semana-del-2-de-abril-de-2024/,2024-04-02
https://tyba.com.co/blog/analisis-de-mercado-semana-del-26-de-marzo-de-2024/,2024-03-26
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-financieros-22-marzo-2024/,2024-03-22
https://tyba.com.co/blog/analisis-de-mercado-semana-del-19-de-marzo-de-2024/,2024-03-19
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-15-marzo-2024/,2024-03-15
https://tyba.com.co/blog/analisis-de-mercado-semana-del-12-de-marzo-de-2024/,2024-03-12
https://tyba.com.co/blog/capsula-inflacion-en-colombia-febrero-2024/,2024-03-11
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-8-marzo-2024/,2024-03-08
https://tyba.com.co/blog/tasa-de-desempleo-colombia-enero-de-2024/,2024-03-07
https://tyba.com.co/blog/analisis-de-mercado-semana-10-del-2024/,2024-03-05
https://tyba.com.co/blog/noticias-macroeconomicas-y-mercados-semana-9-del-2024/,2024-03-01
https://tyba.com.co/blog/mercados-financieros-semana-23-febrero-2024/,2024-02-26
https://tyba.com.co/blog/capsula-inflacion-en-colombia-enero-2024/,2024-02-09
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-diciembre-2023/,2024-02-08
https://tyba.com.co/blog/capsula-inflacion-en-colombia-diciembre-2023/,2024-01-11
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-noviembre-2023/,2024-01-05
https://tyba.com.co/blog/analisis-de-mercado-19-diciembre-2023/,2023-12-19
https://tyba.com.co/blog/analisis-de-mercado-12-diciembre-2023/,2023-12-12
https://tyba.com.co/blog/capsula-inflacion-en-colombia-noviembre-2023/,2023-12-12
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-octubre-2023/,2023-12-06
https://tyba.com.co/blog/analisis-de-mercado-5-diciembre-2023/,2023-12-05
https://tyba.com.co/blog/analisis-de-mercado-28-noviembre-2023/,2023-11-28
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-octubre-2023/,2023-11-24
https://tyba.com.co/blog/analisis-de-mercado-21-noviembre-2023/,2023-11-21
https://tyba.com.co/blog/analisis-de-mercado-14-noviembre-2023/,2023-11-14
https://tyba.com.co/blog/capsula-inflacion-en-colombia-octubre-2023/,2023-11-09
https://tyba.com.co/blog/ipp-de-octubre-2023/,2023-11-08
https://tyba.com.co/blog/analisis-de-mercado-7-noviembre-2023/,2023-11-07
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-septiembre-2023/,2023-11-01
https://tyba.com.co/blog/analisis-de-mercado-31-octubre-2023/,2023-10-31
https://tyba.com.co/blog/analisis-de-mercado-24-octubre-2023/,2023-10-24
https://tyba.com.co/blog/capsula-ise-colombia-agosto-2023/,2023-10-20
https://tyba.com.co/blog/analisis-de-mercado-17-octubre-2023/,2023-10-17
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-septiembre-2023/,2023-10-17
https://tyba.com.co/blog/analisis-de-mercado-10-octubre-2023/,2023-10-10
https://tyba.com.co/blog/capsula-inflacion-en-colombia-septiembre-2023/,2023-10-09
https://tyba.com.co/blog/ipp-de-septiembre-2023/,2023-10-05
https://tyba.com.co/blog/analisis-de-mercado-3-octubre-2023/,2023-10-03
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-agosto-2023/,2023-10-02
https://tyba.com.co/blog/analisis-de-mercado-26-septiembre-2023/,2023-09-26
https://tyba.com.co/blog/capsula-ise-colombia-julio-2023/,2023-09-21
https://tyba.com.co/blog/analisis-de-mercado-19-septiembre-2023/,2023-09-19
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-agosto-2023/,2023-09-14
https://tyba.com.co/blog/analisis-de-mercado-12-septiembre-2023/,2023-09-12
https://tyba.com.co/blog/ipp-de-agosto-2023-muestra-leve-aumento-mensual/,2023-09-09
https://tyba.com.co/blog/capsula-inflacion-en-colombia-agosto-2023/,2023-09-08
https://tyba.com.co/blog/analisis-de-mercado-5-septiembre-2023/,2023-09-05
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-julio-2023/,2023-09-01
https://tyba.com.co/blog/analisis-de-mercado-29-agosto-2023/,2023-08-29
https://tyba.com.co/blog/analisis-de-mercado-22-agosto-2023/,2023-08-22
https://tyba.com.co/blog/dia-de-la-cerveza-y-las-inversiones/,2023-08-18
https://tyba.com.co/blog/capsula-pib-colombia-segundo-trimestre-2023/,2023-08-18
https://tyba.com.co/blog/analisis-de-mercado-15-agosto-2023/,2023-08-15
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-julio-2023/,2023-08-14
https://tyba.com.co/blog/ipp-de-julio-2023-se-desacelero/,2023-08-12
https://tyba.com.co/blog/capsula-inflacion-en-colombia-julio-2023/,2023-08-09
https://tyba.com.co/blog/invertir-en-estados-unidos-dolares/,2023-08-08
https://tyba.com.co/blog/analisis-de-mercado-8-agosto-2023/,2023-08-08
https://tyba.com.co/blog/analisis-de-mercado-4-julio-2023/,2023-07-04
https://tyba.com.co/blog/banco-de-la-republica-mantiene-inalterada-su-tasa-de-interes-junio-2023/,2023-07-04
https://tyba.com.co/blog/analisis-de-mercado-27-junio-2023/,2023-06-27
https://tyba.com.co/blog/capsula-ise-colombia-abril-2023/,2023-06-22
https://tyba.com.co/blog/contexto-indice-de-seguimiento-a-la-economia-colombia/,2023-06-22
https://tyba.com.co/blog/analisis-de-mercado-20-junio-2023/,2023-06-20
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-mayo-2023/,2023-06-14
https://tyba.com.co/blog/analisis-de-mercado-13-junio-2023/,2023-06-13
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-mayo-2023/,2023-06-08
https://tyba.com.co/blog/ipp-de-mayo-2023-en-bajada/,2023-06-07
https://tyba.com.co/blog/analisis-de-mercado-6-junio-2023/,2023-06-06
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-abril-2023/,2023-06-01
https://tyba.com.co/blog/analisis-de-mercado-30-mayo-2023/,2023-05-30
https://tyba.com.co/blog/analisis-de-mercado-23-mayo-2023/,2023-05-23
https://tyba.com.co/blog/capsula-balanza-comercial-colombia-marzo-2023/,2023-05-20
https://tyba.com.co/blog/capsula-pib-colombia-primer-trimestre-2023/,2023-05-18
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-abril-2023/,2023-05-17
https://tyba.com.co/blog/analisis-de-mercado-16-mayo-2023/,2023-05-16
https://tyba.com.co/blog/ipp-de-abril-2023-se-desacelero/,2023-05-10
https://tyba.com.co/blog/entendamos-la-inflacion-del-productor-ipp/,2023-05-10
https://tyba.com.co/blog/analisis-de-mercado-9-mayo-2023/,2023-05-09
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-abril-2023/,2023-05-08
https://tyba.com.co/blog/banco-de-la-republica-vuelve-a-subir-25-pbs-la-tasa-de-interes-abril-2023/,2023-05-05
https://tyba.com.co/blog/analisis-de-mercado-2-mayo-2023/,2023-05-02
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-marzo-2023/,2023-05-02
https://tyba.com.co/blog/analisis-de-mercado-25-abril-2023/,2023-04-25
https://tyba.com.co/blog/capsula-balanza-comercial-colombia-febrero-2023/,2023-04-25
https://tyba.com.co/blog/analisis-de-mercado-18-abril-2023/,2023-04-18
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-marzo-2023/,2023-04-17
https://tyba.com.co/blog/analisis-de-mercado-11-abril-2023/,2023-04-11
https://tyba.com.co/blog/banco-de-la-republica-sube-a-13-porciento-la-tasa-de-interes/,2023-04-11
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-marzo-2023/,2023-04-05
https://tyba.com.co/blog/analisis-de-mercado-4-abril-2023/,2023-04-04
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-febrero-2023/,2023-04-04
https://tyba.com.co/blog/analisis-de-mercado-28-marzo-2023/,2023-03-28
https://tyba.com.co/blog/capsula-balanza-comercial-colombia-enero-2023/,2023-03-22
https://tyba.com.co/blog/analisis-de-mercado-21-marzo-2023/,2023-03-21
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-febrero-2023/,2023-03-15
https://tyba.com.co/blog/analisis-de-mercado-14-marzo-2023/,2023-03-14
https://tyba.com.co/blog/analisis-de-mercado-7-marzo-2023/,2023-03-07
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-febrero-2023/,2023-03-06
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-enero-2023/,2023-03-01
https://tyba.com.co/blog/analisis-de-mercado-28-febrero-2023/,2023-02-28
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-enero-2023/,2023-02-22
https://tyba.com.co/blog/analisis-de-mercado-8-semana-del-2023/,2023-02-21
https://tyba.com.co/blog/capsula-pib-colombia-cuarto-trimestre-2022/,2023-02-20
https://tyba.com.co/blog/capsula-balanza-comercial-colombia-diciembre-2022/,2023-02-16
https://tyba.com.co/blog/analisis-de-mercado-semana-7-del-2023/,2023-02-14
https://tyba.com.co/blog/analisis-de-mercado-7-ferbrero-2023/,2023-02-07
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-enero-2023/,2023-02-06
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-diciembre-2022/,2023-02-01
https://tyba.com.co/blog/analisis-de-mercado-31-de-enero-de-2023/,2023-01-31
https://tyba.com.co/blog/analisis-de-mercado-27-de-enero-2023/,2023-01-27
https://tyba.com.co/blog/capsula-balanza-comercial-colombia-noviembre-2022/,2023-01-24
https://tyba.com.co/blog/analisis-de-mercado-20-de-enero-de-2023/,2023-01-20
https://tyba.com.co/blog/analisis-de-mercado-13-de-enero-de-2023/,2023-01-13
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-diciembre-2022/,2023-01-12
https://tyba.com.co/blog/analisis-de-mercado-6-de-enero-de-2023/,2023-01-06
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-diciembre-2022/,2023-01-06
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-noviembre-2022/,2023-01-04
https://tyba.com.co/blog/reumen-mercados-financieros-e-inversiones-2022-colombia/,2022-12-23
https://tyba.com.co/blog/capsula-balanza-comercial-colombia-octubre-2022/,2022-12-23
https://tyba.com.co/blog/banco-de-la-republica-subio-100-pbs-tasa-de-interes/,2022-12-22
https://tyba.com.co/blog/analisis-de-mercado-20-de-diciembre-de-2022/,2022-12-20
https://tyba.com.co/blog/analisis-de-mercado-16-de-diciembre-de-2022/,2022-12-16
https://tyba.com.co/blog/analisis-de-mercado-9-de-diciembre-de-2022/,2022-12-09
https://tyba.com.co/blog/indice-de-confianza-del-consumidor-colombia-noviembre-2022/,2022-12-09
https://tyba.com.co/blog/capsula-inflacion-en-colombia-de-noviembre-2022/,2022-12-06
https://tyba.com.co/blog/analisis-de-mercado-2-de-diciembre-de-2022/,2022-12-02
https://tyba.com.co/blog/tasa-de-desempleo-en-colombia-octubre-2022/,2022-12-01
